,meaning,KEY-MEANING
6086,Spodnie,TROUSERS
6087,Puzzle,PUZZLE
6088,śpi,SLEEPING
6089,Szalik,SCARF
6090,"Miotła, zamiatać",BROOM
6091,Królik,RABBIT
6092,Zegarek,CLOCK
6093,Robaczek,WORM
6094,Co to?,WHAT-IS-THIS
6095,Do widzenia,GOOD-BYE
6096,Gilgotanie,TICKLING
6097,Ogórek,CUCUMBER
6098,śmieciarka,GARBAGE-TRUCK
6099,Ręka,HAND
6100,Jeszcze,MORE
6101,Robot,ROBOT
6102,Sroka,MAGPIE
6103,Malować,PAINT
6104,Rower ,BIKE
6105,Słonko,SUN
6106,"Tak, potwierdzenie",YES
6107,Miska,TEDDY-BEAR
6108,Samolot,PLANE
6109,Jw,DOWN
6110,Nożyk,KNIFE
6111,Patrzy,LOOK
6112,Przepraszam ,SORRY
6113,Pisak,MARKER
6114,Pierdnięcie,FART
6115,Siusiania,PEE
6116,Tak,YES
6117,Trochę ,A-BIT
6118,Jw,UP
6119,Pociąg ,TRAIN
6120,Bawić,PLAY
6121,Jw,
6122,Troche,A-BIT
6123,Pilot,PILOT/REMOTE
6124,Do widzenia,GOOD-BYE
6125,śpi ,SLEEPING
6126,Gra,GAME
6127,Ogon,TAIL
6128,Oko,EYE
6129,Ciasto,CAKE
6130,Dynia,PUMPKIN
6131,Dół/ w dół,DOWNSTAIRS
6132,Picie,DRINK
6133,Koniec,END 
6134,Czytaj,READ
6135,Kuskus (kasza),COUSCOUS
6136,Mysz,MOUSE
6137,Zobacz,LOOK
6138,Jeż,HEDGEHOG
6139,Sowa,OWL
6140,Ubrać,GET-DRESSED
6141,Łyżka,SPOON
6142,Łyżka,SPOON
6143,Widać,SEE
6144,Gruszka,PEAR
6145,Włos,HAIR
6146,Zosia,PERSON
6147,Słychać,HEAR
6148,Wytrzeć,WIPE
6149,Sto lat,HAPPY-BIRTHDAY
6150,Ser,CHEESE
6151,Kroić,CUT
6152,Ser,CHEESE
6153,Łukasz ,PERSON
6154,Wstań,GET-UP
6155,Traktor,TRACTOR
6156,Ojciec,DAD
6157,Ręce,HANDS
6158,Owca,SHEEP
6159,Chrupki,PUFFCORN
6160,Dzik,BOAR
6161,Owca,SHEEP
6162,Ciężko,HEAVY
6163,Łoś,MOOSE
6164,Tańczyć,DANCE
6165,Rower,BIKE
6166,Jeden,ONE
6167,Trzy,THREE
6168,Łoś,MOOSE
6169,Mokre,WET
6170,Arbuz,WATERMELON
6171,Ogórek,CUCUMBER
6172,Pies,DOG
6173,Kot,CAT
6174,Witaj,HELLO
6175,Autobus,BUS
6176,Pralka,WASHING-MACHINE
6177,Drzwi,DOOR
6178,Kolor,COLOR
6179,Kubek,CUP
6180,Kokos,COCONUT
6181,Ufo,UFO
6182,Pomóż,HELP
6183,Dziura,HOLE
6184,śnieg,SNOW
6185,Lew,LION
6186,Struś,OSTRICH
6187,Słoń,ELEPHANT
6188,śnieg,SNOW
6189,Sanki,SLEIGH
6190,Wielbłąd,CAMEL
6191,Sikorka,TIT
6192,Flaming,BIRD
6193,Igor,PERSON
6194,Odkurzacz,VACUUM-CLEANER
6195,Schody,STAIRS
6196,Lodówka,FRIDGE
6197,Omlet,OMELETTE
6198,Kurtka,JACKET
6199,Szalik,SCARF
6200,Keczup,KETCHUP
6201,Noc,NIGHT
6202,Sitko,SIEVE
6203,Grabki,RAKE
6204,Tosty,TOAST
6205,śmieci,GARBAGE
6206,Schodek/schody,STAIRS
6207,Księżyc,MOON
6208,Saksofon,SAXOPHONE
6209,Przepraszam,SORRY
6210,Helikopter,HELICOPTER
6211,Karmnik,FEEDER
6212,Siusiak,PENIS
6213,Hipopotam,HIPPO
6214,Dawaj,GIVE
6215,Cipcia,VAGINA
6216,Ciemno,DARK
6217,Kazik,PERSON
6218,Pomidor,TOMATO
6219,Dinozaur,DINOSAUR
6220,Pomóż,HELP
6221,Sałata,LETTUCE
6222,Kalafior,CAULIFLOWER
6223,Fasolka,BEAN
6224,Kot,CAT
6225,Wstań,GET-UP
6226,Przestań,STOP
6227,Kici kici,CAT
6228,Tam,THERE
6229,Tu,HERE
6230,Do widzenia,GOOD-BYE
6231,Beczenie,BLEATING
6232,Szczekanie ,DOG
6233,Jeść ,EAT
6234,Tata,DAD
6235,Pyszne ,YUMMY
6236,Nie ma,GONE
6237,Siku,PEE
6238,Mama,MOM
6239,Cicho ,QUIET
6240,Kupa,POOP
6241,Nie,NO
6242,Babcia,GRANDMA
6243,Dzidziuś ,BABY
6244,Daj,GIVE
6245,Bum bum (auto),CAR
6246,Dziadzia,GRANDPA
6247,Puk puk ,KNOCK-KNOCK
6248,Cycus ,BREAST
6249,Sowa,OWL
6250,A jak,HOW
6251,Kopać ,DIG
6252,Pupa,BOTTOM
6253,Kto to,WHO-IS-THIS
6254,Pić,DRINK
6255,Taaak!,YES
6256,Buty,SHOES
6257,Buty,SHOES
6258,Pływać ,SWIM
6259,Kuku,HURTS
6260,Dominik,PERSON
6261,Ddźwig ,CRANE
6262,Bułka ,BUN
6263,Pasta ,PASTE
6264,Łuk,BOW
6265,Marta,PERSON
6266,Psik,SPRAY
6267,Bajka,TALE
6268,Mati,PERSON
6269,Dużo,A-LOT
6270,Wiki,WOLF
6271,Hulk,CHARACTER
6272,Kinga ,PERSON
6273,Wilk ,WOLF
6274,Jurku!,PERSON
6275,Oko,EYE
6276,Kot,CAT
6277,Baba Jaga ,CHARACTER
6278,"Polko, pole",FIELD
6279,Piłka ,BALL
6280,Bambi,CHARACTER
6281,Papuga,PARROT
6282,Adam,PERSON
6283,Apisk,SNEEZE
6284,Gruszka,PEAR
6285,Papuga,PARROT
6286,Kaczka,DUCK
6287,Motor,MOTORCYCLE
6288,Ciasteczko,COOKIE
6289,Oko,EYE
6290,Zegar,CLOCK
6291,Takie,SUCH
6292,Kogut,COCK
6293,Bułka/ciastko,BUN
6294,Bułka/ciastko,CAKE
6295,Mleko,MILK
6296,Ciocia,AUNT
6297,Koniec,END 
6298,"Je (coś je, jedzenie)",EAT
6299,Odejddź,GO-AWAY
6300,Daj mi,GIVE
6301,Płacz,CRY
6302,"Jedzenie, dobre, pyszne",FOOD
6303,"Jedzenie, dobre, pyszne",TASTY
6304,"Karetka, straż pożarna, policja (łącznie)",AMBULANCE
6305,"Karetka, straż pożarna, policja (łącznie)",POLICE
6306,"Koniec, coś się skończyło",END 
6307,"Je (coś je, jedzenie)",EAT
6308,"Cześć, przywitanie",HI
6309,Miś,TEDDY-BEAR
6310,Nos (część ciała),NOSE
6311,"Buzia, usta (część ciała)",FACE
6312,"Buzia, usta (część ciała)",MOUTH
6313,Spać,SLEEP
6314,Tak,YES
6315,Dziecko,BABY
6316,Nos,NOSE
6317,Ok,OK
6318,Babcia,GRANDMA
6319,Dziadek,GRANDPA
6320,Wujek,UNCLE
6321,Koło,CIRCLE
6322,Koło,CIRCLE
6323,Mus owocowy (w tubce),MOUSSE
6324,Podnieść,UP
6325,Cipka,VAGINA
6326,Zegarek,CLOCK
6327,Klucz,KEY
6328,Jabłko,APPLE
6329,Poczytać,READ
6330,Brwi,EYEBROWS
6331,"Ciepłe, ciepło",WARM
6332,Gorące,HOT
6333,Klucz,KEY
6334,Siema,HI
6335,Dziękuję,THANK-YOU
6336,Papuga,PARROT
6337,Gołąb,DOVE
6338,Gołąb,DOVE
6339,Nocnik,POTTY
6340,Puddle,PUDDLE
6341,"Go go go (iddź szybko, biegnij)",GO
6342,Miłosz (imię),PERSON
6343,Mokre,WET
6344,Kładdź się,LIE-DOWN
6345,Papryka,BELL-PEPPER
6346,Banan,BANANA
6347,Rower,BIKE
6348,"Siusiu, siusianie",PEE
6349,Kupa,POOP
6350,Odejddź,GO-AWAY
6351,Hello,HI
6352,Zamykam,CLOSE
6353,Dzieci,CHILDREN
6354,Buziak,KISS
6355,Mleko,MILK
6356,Woda,WATER
6357,Pies (od hau),DOG
6358,Uszy,EARS
6359,Ucho,EAR
6360,"Wózek, spacerówka",STROLLER
6361,Jedziemy,DRIVE
6362,Nosidło,BABY-SLING
6363,Jedzenie,FOOD
6364,Koparka,EXCAVATOR
6365,"Ja pierwsza, ja chcę być pierwsza",FIRST
6366,Jogurcik,YOGHURT
6367,Skaczemy,JUMP
6368,Rosół,BROTH
6369,Picie,DRINK
6370,"Kaszel, kasłanie",COUGH
6371,Daktyle,DATES
6372,Proszę,PLEASE
6373,Twaróg,COTTAGE-CHEESE
6374,Dziękuję,THANK-YOU
6375,Szalik,SCARF
6376,Czapka,CAP
6377,Chusteczki,TISSUE
6378,Pomóż,HELP
6379,Motocykl,MOTORCYCLE
6380,Gołąbek,DOVE
6381,Popatrz,LOOK
6382,Dziękuję,THANK-YOU
6383,"Popatrz, zobacz",LOOK
6384,Karetka/straż pożarna/policja (zbiorczo),AMBULANCE
6385,Karetka/straż pożarna/policja (zbiorczo),POLICE
6386,O sobie (Marcysia),SELF
6387,Misia Marcelina (o sobie),SELF
6388,Miłosz,PERSON
6389,"Pies, piesek",DOG
6390,Pojazdy,VEHICLE
6391,Zapinać,FASTEN
6392,Plecak,BAGPACK
6393,Płakałam,CRY
6394,Zegarek,CLOCK
6395,Mol (spożywczy),MOTH
6396,Dobranoc,GOOD-NIGHT
6397,Kura,HEN
6398,Jajo,EGG
6399,Uderzyłam się,HIT
6400,"Maskotka, miś (ogólnie pluszak)",TEDDY-BEAR
6401,Samochód,CAR
6402,Kaszka,PORRIDGE
6403,"Jula, ciocia",PERSON
6404,Bułka,BUN
6405,Ala,PERSON
6406,Jeść,EAT
6407,Baba,GRANDMA
6408,Banan,BANANA
6409,Spadło,BAM
6410,Owca,SHEEP
6411,Iberis,PET
6412,Góra,UP
6413,Czarek,PERSON
6414,Czytaj,READ
6415,Smoczek,PACIFIER
6416,Dziadzia,GRANDPA
6417,Dziecko,BABY
6418,Dziura,HOLE
6419,Koń,HORSE
6420,Jajo,EGG
6421,"Zająć, królik",RABBIT
6422,Żaba,FROG
6423,Pies,DOG
6424,Mama,MOM
6425,Koza,GOAT
6426,Mela,PERSON
6427,Kot,CAT
6428,Smaczne,DELICIOUS
6429,"Podnieść, zejść, opóścić",DOWN
6430,"Podnieść, zejść, opóścić",UP
6431,Pani,LADY
6432,Pan,MAN
6433,"Papa, dowidzenia ",BYE
6434,świnka Peppa,CHARACTER
6435,Pępek,NAVEL
6436,"Kot, kurtka, ogórek zielony",CAT
6437,"Kot, kurtka, ogórek zielony",CUCUMBER
6438,"Kot, kurtka, ogórek zielony",JACKET
6439,Serek homogenizowany,YOGHURT
6440,Siada,SIT
6441,Teletubisie,CHARACTER
6442,Szynka,HAM
6443,Szyszka,CONE
6444,Tata,DAD
6445,Frytka,CHIPS
6446,Mus,MOUSSE
6447,Kichać ,SNEEZE
6448,Spać,SLEEP
6449,"Kap kap, deszcz",RAIN
6450,Akuku,PEEKABOO
6451,Postać z Pucia,CHARACTER
6452,Jechać autem ,DRIVE
6453,Chlapać wodą,SPLASH
6454,Cicho,QUIET
6455,Pociąg,TRAIN
6456,Tramwaj,TRAM
6457,Sowa,OWL
6458,Straż pożarna ,FIRE-BRIGADE
6459,"Lalka, śpiewać, teletubiś lala",CHARACTER
6460,"Lalka, śpiewać, teletubiś lala",DOLL
6461,"Lalka, śpiewać, teletubiś lala",SING
6462,Krowa,COW
6463,Nie,NO
6464,Nie ma,GONE
6465,"Skoczyć do wody, być w wodzie",JUMP
6466,"Pupa, kupa",BOTTOM
6467,"Pupa, kupa",POOP
6468,Sikać,PEE
6469,świnka,PIG
6470,Szalik,SCARF
6471,Tak,YES
6472,Tam,THERE
6473,Trzy,THREE
6474,Tu,HERE
6475,Daj,GIVE
6476,Bing,CHARACTER
6477,Cztery,FOUR
6478,Merkury,MERCURY
6479,Lody,ICE-CREAM
6480,Planeta mars,MARS
6481,Gosia,PERSON
6482,Pani kariny,
6483,Muzyka,MUSIC
6484,Mus,MOUSSE
6485,Rolki,ROLLERS
6486,Trzy,THREE
6487,Smarki,SNOT
6488,Frytki,CHIPS
6489,Mam,HAVE
6490,Tukan,TOUCAN
6491,Mój,MY
6492,Mam,HAVE
6493,Ciocia,AUNT
6494,Broda,CHIN
6495,Nos,NOSE
6496,Mamunia,MOM
6497,Nos,NOSE
6498,U góry,UP
6499,Zielony,GREEN
6500,Mój,MY
6501,Mam,HAVE
6502,Klocki,BLOCKS
6503,Brawo,BRAVO
6504,Reksio,CHARACTER
6505,Sam,BY-MYSELF
6506,Ręka,HAND
6507,Mikołaj,PERSON
6508,Klej,GLUE
6509,Gorący,HOT
6510,Bombki,ORNAMENT
6511,Dzwonek,BELL
6512,Duża,BIG
6513,Buraka,BEETROOT
6514,Komunia,COMMUNION
6515,Stacja,STATION
6516,Jablko,APPLE
6517,Pizza,PIZZA
6518,Lampa,LAMP
6519,Proszę,PLEASE
6520,Byk,BULL
6521,Na ręce,UP
6522,Judyta,PERSON
6523,Wszystkie,ALL
6524,Quad,QUAD
6525,Małpki,MONKEY
6526,Pucio,CHARACTER
6527,Zegar,CLOCK
6528,Ukulele,UKULELE
6529,Na kolana,KNEE
6530,Maly,SMALL
6531,Glośny,LOUD
6532,Grejpfrut,GRAPEFRUIT
6533,Smok,DRAGON
6534,Mysz,MOUSE
6535,Taxi,TAXI
6536,Czapka,CAP
6537,Motor,MOTORCYCLE
6538,Mokry,WET
6539,Papier,PAPER
6540,Ryk,LION
6541,Łapę (daje łapę),PAW
6542,Czytaj,READ
6543,Ddźwig,CRANE
6544,światełka,LIGHT
6545,Żabka,FROG
6546,Myszka,MOUSE
6547,Lew,LION
6548,Kojot,COYOTE
6549,Karamba,EXCLAMATION
6550,Ciocia Renia,AUNT
6551,Baza,BASE
6552,Chce,WANT
6553,Maja,PERSON
6554,Basen,SWIMMING-POOL
6555,Surykatka,MEERKAT
6556,Piłka,BALL
6557,Na sankach,SLEDGE
6558,Paluszki,FINGER
6559,Tańczy,DANCE
6560,Zjeżdżać,SLIDE
6561,Księżyc,MOON
6562,Robot,ROBOT
6563,ślimak,SNAIL
6564,Króliki,RABBIT
6565,Pupa,BOTTOM
6566,Jak,HOW
6567,Sabinka,PERSON
6568,świnka,PIG
6569,Jezus,JESUS
6570,Dziadka,GRANDPA
6571,Pikuś pies,PET
6572,Zamek,ZIPPER
6573,Kiełbasa,SAUSAGE
6574,ścinam,CUTTING
6575,Kombajn,HARVESTER
6576,Zmiotka,SWEEPER
6577,Krowy,COW
6578,Pasą się,PASTURE
6579,Krowy,COW
6580,Mieszać,STIR
6581,Puzzle,PUZZLE
6582,Kroić,CUT
6583,Zoo,ZOO
6584,Strzelają,SHOOT
6585,Nowe,NEW
6586,Siadaj,SIT
6587,Kopie,DIG
6588,Miska,TEDDY-BEAR
6589,Trzymam,HOLDING
6590,Gotowe,READY
6591,Kojot,COYOTE
6592,Kręgle,BOWLING
6593,Grają,PLAY
6594,Miodek,HONEY
6595,Łapką,PAW
6596,Kotek,CAT
6597,Pieniążka,MONEY
6598,Bobo od Pucia,CHARACTER
6599,Kocia kocia,CHARACTER
6600,Nunus,CHARACTER
6601,Gaz,GAS
6602,Szczeka,DOG
6603,Kalosze,WELLINGTONS
6604,Chlapać,SPLASH
6605,Pies kropka,PET
6606,Hipka,HIPPO
6607,Tramwaj,TRAM
6608,Kopać,DIG
6609,Tunel,TUNNEL
6610,Schody,STAIRS
6611,Wujek Bartek,PERSON
6612,Ciocia Marysia,AUNT
6613,Drewno,WOOD
6614,Zakrętka,BOTTLE-CAP
6615,Kwiatek,FLOWER
6616,Różowy,PINK
6617,Gołąbki,DOVE
6618,Koza,GOAT
6619,Plecak,BAGPACK
6620,Drzewko,TREE
6621,Siadaj,SIT
6622,Ptaszek,BIRD
6623,Szyszkę,CONE
6624,Kolory,COLOR
6625,Parasol,UMBRELLA
6626,Różowy,PINK
6627,Cytryna,LEMON
6628,Pacek,CHARACTER
6629,Katar,RUNNY-NOSE
6630,Pokoju,CUT
6631,Królowie,KING
6632,Gumka,HAIRBAND
6633,Królowie,KING
6634,Telefon,PHONE
6635,Słonik,ELEPHANT
6636,Kłujące,PRICKLY
6637,Jeżyka,HEDGEHOG
6638,Dominik,PERSON
6639,Szczurek,RAT
6640,Bawić,PLAY
6641,Kolce,THORN
6642,Karetka,AMBULANCE
6643,Żyrafa,GIRAFFE
6644,Trąba,TRUNK
6645,Graj,PLAY
6646,Krzyżyk,CROSS
6647,Skarb,TREASURE
6648,Kamień,STONE
6649,Jano,PERSON
6650,Wito,CHARACTER
6651,Kaczki,DUCK
6652,Wycieraczki,WIPERS
6653,Winda,ELEVATOR
6654,Hipopotam,HIPPO
6655,Młotkiem,HAMMER
6656,Rekin,SHARK
6657,Słówka,WORD
6658,Asteroida,ASTEROID
6659,Orki,KILLER-WHALE
6660,Meduza,JELLYFISH
6661,Płaszczka,STINGRAY
6662,Szary,GREY
6663,Pomarańczowy,ORANGE
6664,Ciemny zielony,DARK-GREEN
6665,Czarny,BLACK
6666,Saturn,SATURN
6667,Ziemia,EARTH/GROUND
6668,Metr,METRE
6669,Budować,BUILD
6670,Awokado,AVOCADO
6671,Marchewka,CARROT
6672,Krasnoludek,DWARF
6673,Pająk,SPIDER
6674,Struś,OSTRICH
6675,Lwa,LION
6676,Goryl,GORILLA
6677,Żyrafa,GIRAFFE
6678,Nosorożec,RHINO
6679,Szop,RACOON
6680,Pingwin,PENGUIN
6681,Gęś,GOOSE
6682,Przesunąć,MOVE
6683,Koncert,CONCERT
6684,Dym,SMOKE
6685,Szukać,SEARCHING
6686,Ernest,PERSON
6687,Ziemniaki,POTATO
6688,Ul,HIVE
6689,Strażak,FIRE-FIGHTER
6690,Foka,SEAL
6691,Lis,FOX
6692,Bóbr,BEAVER
6693,Mydełko,SOAP
6694,Kąpie się ,BATH
6695,Ciężkie ,HEAVY
6696,Uciekam,RUN-AWAY
6697,Chowaj ,HIDE
6698,Brony,HARROW
6699,Rolnik,FARMER
6700,Domino ,DOMINO
6701,Rekin ,SHARK
6702,Sanki,SLEIGH
6703,Sowa,OWL
6704,Flagę,FLAG
6705,Mewy,SEAGULL
6706,Szukaj,SEARCHING
6707,Włączę ,TURN-ON
6708,Młotek ,HAMMER
6709,Młot pneumatyczny ,PNEUMATIC-DRILL
6710,Lalka,DOLL
6711,Jeść,EAT
6712,Pić,DRINK
6713,Skakać,JUMP
6714,Szybko,FAST
6715,Tam,THERE
6716,Tu,HERE
6717,Tutaj,HERE
6718,Przepraszam,SORRY
6719,Piłka,BALL
6720,Cześć,HI
6721,Tak,YES
6722,Nie,NO
6723,Siedzieć,SIT
6724,Czytać,READ
6725,Daj,GIVE
6726,Choddź,COME
6727,Miś,TEDDY-BEAR
6728,Pies,DOG
6729,Kot,CAT
6730,Kaczka,DUCK
6731,Huśtawki,SWING
6732,Dalej,FURTHER
6733,Chipsy ryżowe,CRISPS
6734,Kawa,COFFEE
6735,Ser,CHEESE
6736,Ciemno,DARK
6737,Sama,BY-MYSELF
6738,śmiech,LAUGHTER
6739,Płacz,CRY
6740,Klucze,KEY
6741,Kura,HEN
6742,Kurczaczek,CHICKEN
6743,Straż pożarna,FIRE-BRIGADE
6744,Oko,EYE
6745,Oko,EYE
6746,Ojoj,EXCLAMATION
6747,Drzewo,TREE
6748,Dom,HOME
6749,Nos,NOSE
6750,Pociąg,TRAIN
6751,śnieg,SNOW
6752,Makaron,PASTA
6753,Huśtać się,SWING
6754,Trzymaj,HOLDING
6755,Pizza,PIZZA
6756,Siku,PEE
6757,Kupa,POOP
6758,Jeszcze,MORE
6759,Turlać,ROLLING
6760,Tańczyć,DANCE
6761,świnka,PIG
6762,Dziewczynka,GIRL
6763,Zdjęcie,PHOTO
6764,Chleb,BREAD
6765,Pieluszka,DIAPER
6766,Koniec,END 
6767,Spacer,STROLL
6768,Wozeczek,STROLLER
6769,Żółw,TURTLE
6770,Nie lubie,DONT-LIKE
6771,Zbieramy,COLLECT
6772,Skarpety,SOCK
6773,Jabłko,APPLE
6774,Ty,YOU
6775,Ola (imię),PERSON
6776,Mamo,MOM
6777,Ten/ta/to,THIS
6778,Dam/daj,GIVE
6779,Jest,TO-BE
6780,Mam,HAVE
6781,Banan,BANANA
6782,Nóż ,KNIFE
6783,Miał,CAT
6784,Cześć,HI
6785,Ciasto,CAKE
6786,Choddź,COME
6787,Dużo,A-LOT
6788,"Rura -> rurka, słomka",PIPE
6789,Już,NOW
6790,Z mamą/tatą,MOTHER/FATHER/GRANDFATHER/GRANDMOTHER
6791,Pi pi (odgłos wydawany przez mysz),MOUSE
6792,Jeszcze,MORE
6793,Ciocia,AUNT
6794,Wujek,UNCLE
6795,Grześ,PERSON
6796,Krzyś,PERSON
6797,Kwa kwa (ddźwięk wydawany przez kaczkę),DUCK
6798,Dziadzia -> Dziadek,GRANDPA
6799,Siku/sikać,PEE
6800,Buty,SHOES
6801,Czyste,CLEAN
6802,Brudne,DIRTY
6803,Ucho,EAR
6804,Głowa,HEAD
6805,Oko,EYE
6806,Króliś  (królik),RABBIT
6807,Blue,BLUE
6808,Kolor,COLOR
6809,Purple,PURPLE
6810,Buzia,FACE
6811,Tort,CAKE
6812,Czapa (czapka),CAP
6813,Nie wiem,DONT-KNOW
6814,Dalej,FURTHER
6815,Kucyś (kucyk),PONY
6816,Wąsy,MUSTACHE
6817,śpi,SLEEPING
6818,Głowa,HEAD
6819,Ryba,FISH
6820,Tańczy,DANCE
6821,Zupa,SOUP
6822,Włosy,HAIR
6823,Jeżyk,HEDGEHOG
6824,Dalej,FURTHER
6825,Weronisia,PERSON
6826,Kupa,POOP
6827,Czapa/czapka,CAP
6828,Sklep,SHOP
6829,Golas,NAKED
6830,śnieg,SNOW
6831,Skarpeta,SOCK
6832,Z/do domu,HOUSE
6833,Nos,NOSE
6834,Sama,BY-MYSELF
6835,Głodna,HUNGRY
6836,Pizza,PIZZA
6837,Truskawka,STRAWBERRY
6838,Pić,DRINK
6839,Woda,WATER
6840,Ryż,RICE
6841,Dżem,JAM
6842,Mango,MANGO
6843,Borówka,BLUEBERRY
6844,Tutaj,HERE
6845,(Nie) chcę,DONT-WANT
6846,chcę,WANT
6847,Pan,MAN
6848,Drzwi,DOOR
6849,Autem,CAR
6850,światło,LIGHT
6851,Lew,LION
6852,Zęby,TEETH
6853,Pierwsza,FIRST
6854,Okulary,GLASSES
6855,Przepraszam,SORRY
6856,Chora,SICK
6857,Kask,HELMET
6858,(Nie) wiem,KNOW
6859,wiem,KNOW
6860,Zimna,COLD
6861,Pies,DOG
6862,Ciepła,WARM
6863,Pasta,PASTE
6864,Guma (gumka do włosów),HAIRBAND
6865,Koniec,END 
6866,W żłobku,NURSERY
6867,Panda,PANDA
6868,Klocki,BLOCKS
6869,Szalik,SCARF
6870,Czysta,CLEAN
6871,Brudna,DIRTY
6872,Potem,LATER
6873,Inna,OTHER
6874,Bluza,SWEATSHIRT
6875,Stopa,FEET
6876,Pyszne,YUMMY
6877,Rzuca,THROW
6878,Fotel,ARMCHAIR
6879,Czytaj,READ
6880,Burak z zupy,BEETROOT
6881,Działa,WORKING
6882,Trzy (a raczej dwa),THREE
6883,Ciach ciach,CUTTING
6884,Plecy,BACK
6885,Kleimy,GLUE
6886,Żel,GEL
6887,Winda,ELEVATOR
6888,Jedzie,DRIVE
6889,Mleko,MILK
6890,Dziura,HOLE
6891,Pierogi,DUMPLINGS
6892,Mydło,SOAP
6893,Nie ruszaj,DONT-TOUCH
6894,Wczoraj,YESTERDAY
6895,W pokoju,ROOM
6896,Koktajl,COCTAIL
6897,Tędy,THIS-WAY
6898,Rulonik,ROLL
6899,Brzuś/brzuch,BELLY
6900,Gaduła,CHATTERBOX
6901,Czekolada,CHOCOLATE
6902,Samolotem,PLANE
6903,??,
6904,Wieża,TOWER
6905,Samolot,PLANE
6906,Tyle/wystarczy,ENOUGH
6907,Tyle/wystarczy,THIS-MUCH
6908,Dalej,FAR
6909,Koniec,END 
6910,Pasuje,FIT
6911,Mleko,MILK
6912,Kicia kocia,CAT
6913,Wymyć pod kranem ,WASH
6914,Rusza (się),MOVE
6915,Stop/zatrzymaj się,STOP
6916,Makaron,PASTA
6917,źle ,BAD
6918,Dobrze,OK
6919,Słyszę ,HEAR
6920,Słuchawki,HEADPHONES
6921,Trzymam,HOLDING
6922,Czytaj,READ
6923,Czekaj,WAIT
6924,Doskonale,EXCELLENT
6925,"Auto, jedzie",CAR
6926,Kura,HEN
6927,Lew,LION
6928,Mama,MOM
6929,Kot,CAT
6930,"Dobre, jeść",GOOD
6931,Nie,NO
6932,Tata,DAD
6933,Nie ma,GONE
6934,Jest,TO-BE
6935,Mycie,WASHING
6936,Bębenek,DRUM
6937,Deszcz,RAIN
6938,"Huśtawka, huśtać",SWING
6939,Krowa,COW
6940,"Pić, picie",DRINK
6941,Czapka,CAP
6942,Kapcie,SLIPPERS
6943,"Upadać, uderzać",BAM
6944,"Tramwaj, autobus",TRAM
6945,"TIR, ciężarówka, duży samochód",TRUCK
6946,Bawić się,PLAY
6947,Bawić się,PLAY
6948,"Jajko, jabłko",APPLE
6949,"Jajko, jabłko",EGG
6950,Dziadek,GRANDPA
6951,Drzwi ,DOOR
6952,Prać,WASH
6953,Babcia,GRANDMA
6954,Miś ,TEDDY-BEAR
6955,"Zegar, tik tak",CLOCK
6956,Spać,SLEEP
6957,Czytaj,READ
6958,Andrzej ,PERSON
6959,Piłka,BALL
6960,"Bus, autobus",BUS
6961,"Zjeżdżalnia, zjeżdżać",SLIDE
6962,Winda,ELEVATOR
6963,Budować,BUILD
6964,Klocki,BLOCKS
6965,"Dzidziuś, dziecko",BABY
6966,Kwiatki,FLOWER
6967,"Siku, siusiak",PEE
6968,Straż pożarna ,FIRE-BRIGADE
6969,Sowa,OWL
6970,Gołąb (gru),DOVE
6971,"Gra (piosenka, Muzyka)",PLAYING-MUSIC
6972,Banan,BANANA
6973,Daj,GIVE
6974,Kiwi,KIWI
6975,Ania,PERSON
6976,Ciocia Agnieszka ,AUNT
6977,Kaszka,PORRIDGE
6978,Lalka,DOLL
6979,Szafa,WARDROBE
6980,"Parówki, paliwo (stacja paliw)",FUEL
6981,"Parówki, paliwo (stacja paliw)",SAUSAGE
6982,Gwiazdki,STAR
6983,Bałagan,MESS
6984,Miotła,BROOM
6985,Kłaczek,HAIRBALL
6986,Widelec,FORK
6987,Skarpeta,SOCK
6988,Bawić,PLAY
6989,Golasek,NAKED-PERSON
6990,Kozaki,BOOT
6991,Kalosze,WELLIES
6992,Płetwy,FIN
6993,Tata,DAD
6994,Mama,MOM
6995,Sanki,SLEDGE
6996,Drabina,LADDER
6997,Brudny,DIRTY
6998,Karton,CARTON
6999,Hasło,PASSWORD
7000,Ryba,FISH
7001,Kamień,STONE
7002,Delfin,DOLPHIN
7003,Kropi,SPRINKLE
7004,Bańki,SOAP-BUBBLES
7005,Sarna,ROE-DEER
7006,Królik,BUNNY
7007,Księżyc,MOON
7008,Wiewiórka,SQUIRREL
7009,Słoń,ELEPHANT
7010,Biedronka,LADYBIRD
7011,Silnik,ENGINE
7012,świnka,PIG
7013,Wywrotka,TIPPER
7014,Betoniarka,CEMENT-MIXER
7015,Kotek,CAT
7016,Ubrać,GET-DRESSED
7017,Biały,WHITE
7018,Kolor,COLOR
7019,Czerwony,RED
7020,żółty,YELLOW
7021,Zielony,GREEN
7022,Niebieski,BLUE
7023,Granatowy,NAVY
7024,Różowy,PINK
7025,światła drogowe,TRAFFIC-LIGHTS
7026,Tunel,TUNNEL
7027,Lampa,LAMP
7028,Mika (imię psa),NAME-DOG
7029,Długopis,PEN
7030,Pieprz,PEPPER
7031,Pieluszka,DIAPER
7032,Koszyk,BASKET
7033,Do,TO
7034,Ratunek,RESCUE
7035,Wagonik,CARRIAGE
7036,Zdjąć,TAKE-OFF
7037,Puszka,TIN
